State,Description,Year,Value
Tennessee,Per capita personal income 6,2016,42943
Tennessee,Per capita personal income 6,2017,44411
Tennessee,Per capita personal income 6,2018,46452
Tennessee,Per capita personal income 6,2019,48889
Tennessee,Per capita personal income 6,2020,51928
Tennessee,Per capita personal income 6,2021,56970
Tennessee,Per capita personal income 6,2022,58292
Tennessee,Per capita disposable personal income 7,2016,39080
Tennessee,Per capita disposable personal income 7,2017,40609
Tennessee,Per capita disposable personal income 7,2018,42725
Tennessee,Per capita disposable personal income 7,2019,44966
Tennessee,Per capita disposable personal income 7,2020,47846
Tennessee,Per capita disposable personal income 7,2021,52012
Tennessee,Per capita disposable personal income 7,2022,52522
Tennessee,Per capita personal consumption expenditures (PCE) 8,2016,34300
Tennessee,Per capita personal consumption expenditures (PCE) 8,2017,35610
Tennessee,Per capita personal consumption expenditures (PCE) 8,2018,36770
Tennessee,Per capita personal consumption expenditures (PCE) 8,2019,38004
Tennessee,Per capita personal consumption expenditures (PCE) 8,2020,37751
Tennessee,Per capita personal consumption expenditures (PCE) 8,2021,42741
Tennessee,Per capita personal consumption expenditures (PCE) 8,2022,46280
Tennessee,Price indexes,2016,NA
Tennessee,Price indexes,2017,NA
Tennessee,Price indexes,2018,NA
Tennessee,Price indexes,2019,NA
Tennessee,Price indexes,2020,NA
Tennessee,Price indexes,2021,NA
Tennessee,Price indexes,2022,NA
Tennessee,Regional price parities (RPPs) 9,2016,93.781
Tennessee,Regional price parities (RPPs) 9,2017,93.074
Tennessee,Regional price parities (RPPs) 9,2018,89.66
Tennessee,Regional price parities (RPPs) 9,2019,91.275
Tennessee,Regional price parities (RPPs) 9,2020,90.564
Tennessee,Regional price parities (RPPs) 9,2021,90.597
Tennessee,Regional price parities (RPPs) 9,2022,91.797
Tennessee,Implicit regional price deflator 10,2016,92.172
Tennessee,Implicit regional price deflator 10,2017,93.074
Tennessee,Implicit regional price deflator 10,2018,91.495
Tennessee,Implicit regional price deflator 10,2019,94.482
Tennessee,Implicit regional price deflator 10,2020,94.761
Tennessee,Implicit regional price deflator 10,2021,98.752
Tennessee,Implicit regional price deflator 10,2022,106.523
Tennessee,Employment,2016,NA
Tennessee,Employment,2017,NA
Tennessee,Employment,2018,NA
Tennessee,Employment,2019,NA
Tennessee,Employment,2020,NA
Tennessee,Employment,2021,NA
Tennessee,Employment,2022,NA
Tennessee,Total employment (number of jobs),2016,3951859
Tennessee,Total employment (number of jobs),2017,4033011
Tennessee,Total employment (number of jobs),2018,4120203
Tennessee,Total employment (number of jobs),2019,4169016
Tennessee,Total employment (number of jobs),2020,4121045
Tennessee,Total employment (number of jobs),2021,4301472
Tennessee,Total employment (number of jobs),2022,4506394
Texas,Real dollar statistics,2016,NA
Texas,Real dollar statistics,2017,NA
Texas,Real dollar statistics,2018,NA
Texas,Real dollar statistics,2019,NA
Texas,Real dollar statistics,2020,NA
Texas,Real dollar statistics,2021,NA
Texas,Real dollar statistics,2022,NA
Texas,Real GDP (millions of chained 2017 dollars) 1,2016,NA
Texas,Real GDP (millions of chained 2017 dollars) 1,2017,1667313
Texas,Real GDP (millions of chained 2017 dollars) 1,2018,1746543.3
Texas,Real GDP (millions of chained 2017 dollars) 1,2019,1802912.8
Texas,Real GDP (millions of chained 2017 dollars) 1,2020,1772185.6
Texas,Real GDP (millions of chained 2017 dollars) 1,2021,1873473.4
Texas,Real GDP (millions of chained 2017 dollars) 1,2022,1924007.5
Texas,Real personal income (millions of constant (2017) dollars) 2,2016,1327627.4
Texas,Real personal income (millions of constant (2017) dollars) 2,2017,1408033.3
Texas,Real personal income (millions of constant (2017) dollars) 2,2018,1470536.8
Texas,Real personal income (millions of constant (2017) dollars) 2,2019,1510731.8
Texas,Real personal income (millions of constant (2017) dollars) 2,2020,1562645.1
Texas,Real personal income (millions of constant (2017) dollars) 2,2021,1672001
Texas,Real personal income (millions of constant (2017) dollars) 2,2022,1663095.2
Texas,Real PCE (millions of constant (2017) dollars) 3,2016,1061560.8
Texas,Real PCE (millions of constant (2017) dollars) 3,2017,1102131.7
Texas,Real PCE (millions of constant (2017) dollars) 3,2018,1127626.2
Texas,Real PCE (millions of constant (2017) dollars) 3,2019,1147173.7
Texas,Real PCE (millions of constant (2017) dollars) 3,2020,1137633.6
Texas,Real PCE (millions of constant (2017) dollars) 3,2021,1252565.6
Texas,Real PCE (millions of constant (2017) dollars) 3,2022,1302565.9
Texas,Current dollar statistics (millions of dollars),2016,NA
Texas,Current dollar statistics (millions of dollars),2017,NA
Texas,Current dollar statistics (millions of dollars),2018,NA
Texas,Current dollar statistics (millions of dollars),2019,NA
Texas,Current dollar statistics (millions of dollars),2020,NA
Texas,Current dollar statistics (millions of dollars),2021,NA
Texas,Current dollar statistics (millions of dollars),2022,NA
Texas,Gross domestic product (GDP),2016,NA
Texas,Gross domestic product (GDP),2017,1667313
Texas,Gross domestic product (GDP),2018,1808026.9
Texas,Gross domestic product (GDP),2019,1860108.3
Texas,Gross domestic product (GDP),2020,1798596.1
Texas,Gross domestic product (GDP),2021,2087490.9
Texas,Gross domestic product (GDP),2022,2402137.2
Texas,Personal income,2016,1276330.6
Texas,Personal income,2017,1367826
Texas,Personal income,2018,1463789.8
Texas,Personal income,2019,1536597
Texas,Personal income,2020,1611228.3
Texas,Personal income,2021,1789719.4
Texas,Personal income,2022,1879419.6
Texas,Disposable personal income,2016,1154954.4
Texas,Disposable personal income,2017,1229845.2
Texas,Disposable personal income,2018,1332400.2
Texas,Disposable personal income,2019,1393839.4
Texas,Disposable personal income,2020,1470385.4
Texas,Disposable personal income,2021,1617640.5
Texas,Disposable personal income,2022,1673654.8
Texas,Personal consumption expenditures,2016,1022736.1
Texas,Personal consumption expenditures,2017,1073168
Texas,Personal consumption expenditures,2018,1124761.1
Texas,Personal consumption expenditures,2019,1168996.3
Texas,Personal consumption expenditures,2020,1176164.4
Texas,Personal consumption expenditures,2021,1343753.1
Texas,Personal consumption expenditures,2022,1473924
Texas,Real per capita dollar statistics (constant 2017 dollars),2016,NA
Texas,Real per capita dollar statistics (constant 2017 dollars),2017,NA
Texas,Real per capita dollar statistics (constant 2017 dollars),2018,NA
Texas,Real per capita dollar statistics (constant 2017 dollars),2019,NA
Texas,Real per capita dollar statistics (constant 2017 dollars),2020,NA
Texas,Real per capita dollar statistics (constant 2017 dollars),2021,NA
Texas,Real per capita dollar statistics (constant 2017 dollars),2022,NA
Texas,Real per capita personal income 4,2016,47705
Texas,Real per capita personal income 4,2017,49944
Texas,Real per capita personal income 4,2018,51578
Texas,Real per capita personal income 4,2019,52351
Texas,Real per capita personal income 4,2020,53456
Texas,Real per capita personal income 4,2021,56565
Texas,Real per capita personal income 4,2022,55382
Texas,Real per capita PCE 5,2016,38144
Texas,Real per capita PCE 5,2017,39093
Texas,Real per capita PCE 5,2018,39551
Texas,Real per capita PCE 5,2019,39753
Texas,Real per capita PCE 5,2020,38917
Texas,Real per capita PCE 5,2021,42375
Texas,Real per capita PCE 5,2022,43376
Texas,Per capita current dollar statistics,2016,NA
Texas,Per capita current dollar statistics,2017,NA
Texas,Per capita current dollar statistics,2018,NA
Texas,Per capita current dollar statistics,2019,NA
Texas,Per capita current dollar statistics,2020,NA
Texas,Per capita current dollar statistics,2021,NA
Texas,Per capita current dollar statistics,2022,NA
Texas,Per capita personal income 6,2016,45862
Texas,Per capita personal income 6,2017,48518
Texas,Per capita personal income 6,2018,51341
Texas,Per capita personal income 6,2019,53247
Texas,Per capita personal income 6,2020,55118
Texas,Per capita personal income 6,2021,60548
Texas,Per capita personal income 6,2022,62586
Texas,Per capita disposable personal income 7,2016,41500
Texas,Per capita disposable personal income 7,2017,43624
Texas,Per capita disposable personal income 7,2018,46733
Texas,Per capita disposable personal income 7,2019,48300
Texas,Per capita disposable personal income 7,2020,50300
Texas,Per capita disposable personal income 7,2021,54726
Texas,Per capita disposable personal income 7,2022,55734
Texas,Per capita personal consumption expenditures (PCE) 8,2016,36749
Texas,Per capita personal consumption expenditures (PCE) 8,2017,38066
Texas,Per capita personal consumption expenditures (PCE) 8,2018,39450
Texas,Per capita personal consumption expenditures (PCE) 8,2019,40509
Texas,Per capita personal consumption expenditures (PCE) 8,2020,40235
Texas,Per capita personal consumption expenditures (PCE) 8,2021,45460
Texas,Per capita personal consumption expenditures (PCE) 8,2022,49082
Texas,Price indexes,2016,NA
Texas,Price indexes,2017,NA
Texas,Price indexes,2018,NA
Texas,Price indexes,2019,NA
Texas,Price indexes,2020,NA
Texas,Price indexes,2021,NA
Texas,Price indexes,2022,NA
Texas,Regional price parities (RPPs) 9,2016,98.024
Texas,Regional price parities (RPPs) 9,2017,97.372
Texas,Regional price parities (RPPs) 9,2018,97.745
Texas,Regional price parities (RPPs) 9,2019,98.444
Texas,Regional price parities (RPPs) 9,2020,98.807
Texas,Regional price parities (RPPs) 9,2021,98.421
Texas,Regional price parities (RPPs) 9,2022,97.512
Texas,Implicit regional price deflator 10,2016,96.343
Texas,Implicit regional price deflator 10,2017,97.372
Texas,Implicit regional price deflator 10,2018,99.746
Texas,Implicit regional price deflator 10,2019,101.902
Texas,Implicit regional price deflator 10,2020,103.387
Texas,Implicit regional price deflator 10,2021,107.28
Texas,Implicit regional price deflator 10,2022,113.155
Texas,Employment,2016,NA
Texas,Employment,2017,NA
Texas,Employment,2018,NA
Texas,Employment,2019,NA
Texas,Employment,2020,NA
Texas,Employment,2021,NA
Texas,Employment,2022,NA
Texas,Total employment (number of jobs),2016,16683280
Texas,Total employment (number of jobs),2017,17104407
Texas,Total employment (number of jobs),2018,17608884
Texas,Total employment (number of jobs),2019,17901639
Texas,Total employment (number of jobs),2020,17700743
Texas,Total employment (number of jobs),2021,18559325
Texas,Total employment (number of jobs),2022,19631436
Utah,Real dollar statistics,2016,NA
Utah,Real dollar statistics,2017,NA
Utah,Real dollar statistics,2018,NA
Utah,Real dollar statistics,2019,NA
Utah,Real dollar statistics,2020,NA
Utah,Real dollar statistics,2021,NA
Utah,Real dollar statistics,2022,NA
Utah,Real GDP (millions of chained 2017 dollars) 1,2016,NA
Utah,Real GDP (millions of chained 2017 dollars) 1,2017,172075
Utah,Real GDP (millions of chained 2017 dollars) 1,2018,182106
Utah,Real GDP (millions of chained 2017 dollars) 1,2019,192698.7
Utah,Real GDP (millions of chained 2017 dollars) 1,2020,194753.7
Utah,Real GDP (millions of chained 2017 dollars) 1,2021,209975.2
Utah,Real GDP (millions of chained 2017 dollars) 1,2022,213898.3
Utah,Real personal income (millions of constant (2017) dollars) 2,2016,132904.4
Utah,Real personal income (millions of constant (2017) dollars) 2,2017,136627.2
Utah,Real personal income (millions of constant (2017) dollars) 2,2018,147988.6
Utah,Real personal income (millions of constant (2017) dollars) 2,2019,154949.1
Utah,Real personal income (millions of constant (2017) dollars) 2,2020,170963
Utah,Real personal income (millions of constant (2017) dollars) 2,2021,185146
Utah,Real personal income (millions of constant (2017) dollars) 2,2022,183600.3
Utah,Real PCE (millions of constant (2017) dollars) 3,2016,106008.5
Utah,Real PCE (millions of constant (2017) dollars) 3,2017,109011.3
Utah,Real PCE (millions of constant (2017) dollars) 3,2018,117829.2
Utah,Real PCE (millions of constant (2017) dollars) 3,2019,121189.1
Utah,Real PCE (millions of constant (2017) dollars) 3,2020,125948.7
Utah,Real PCE (millions of constant (2017) dollars) 3,2021,142009.4
Utah,Real PCE (millions of constant (2017) dollars) 3,2022,148610.5
Utah,Current dollar statistics (millions of dollars),2016,NA
Utah,Current dollar statistics (millions of dollars),2017,NA
Utah,Current dollar statistics (millions of dollars),2018,NA
Utah,Current dollar statistics (millions of dollars),2019,NA
Utah,Current dollar statistics (millions of dollars),2020,NA
Utah,Current dollar statistics (millions of dollars),2021,NA
Utah,Current dollar statistics (millions of dollars),2022,NA
Utah,Gross domestic product (GDP),2016,NA
Utah,Gross domestic product (GDP),2017,172075
Utah,Gross domestic product (GDP),2018,186805.7
Utah,Gross domestic product (GDP),2019,201285.4
Utah,Gross domestic product (GDP),2020,205666.3
Utah,Gross domestic product (GDP),2021,232125.1
Utah,Gross domestic product (GDP),2022,256369.9
Utah,Personal income,2016,126540.6
Utah,Personal income,2017,134546.7
Utah,Personal income,2018,144645.5
Utah,Personal income,2019,155673.6
Utah,Personal income,2020,169940.2
Utah,Personal income,2021,190468.3
Utah,Personal income,2022,201011.8
Utah,Disposable personal income,2016,111885.9
Utah,Disposable personal income,2017,119407.3
